,n_up,n_down,dimension,interaction_type,n_basis,lambda,coupling,G_up,G_dn,N,spectrum
3473,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,8,9.782448386411648
3474,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,9,9.8244283626907
3475,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,10,9.865338461654074
3476,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,11,9.899796507102446
3477,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,12,9.964061614395744
3478,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,13,9.975358359925108
3479,3,1,1,effective_relative,10,0.0,23.5,0.0,0.0,14,10.000000000000016
3480,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,0,7.7628197491482736
3481,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,1,7.86598180834454
3482,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,2,7.978146180993695
3483,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,3,8.000000000000027
3484,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,4,8.786771880972722
3485,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,5,8.888738574291574
3486,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,6,8.962829918746122
3487,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,7,8.999999999999996
3488,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,8,9.788834391786233
3489,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,9,9.830126940413475
3490,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,10,9.868163064438328
3491,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,11,9.902703116413086
3492,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,12,9.96521727241856
3493,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,13,9.976553603114404
3494,3,1,1,effective_relative,10,0.0,24.0,0.0,0.0,14,10.000000000000014
3495,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,0,7.768206326944479
3496,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,1,7.868655938648595
3497,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,2,7.979387674268619
3498,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,3,8.000000000000021
3499,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,4,8.792078412312602
3500,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,5,8.891469841218983
3501,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,6,8.963811386566936
3502,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,7,8.999999999999948
3503,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,8,9.794961686682317
3504,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,9,9.835596930721664
3505,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,10,9.870867951065334
3506,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,11,9.905492472986019
3507,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,12,9.966326084045019
3508,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,13,9.977705997492937
3509,3,1,1,effective_relative,10,0.0,24.5,0.0,0.0,14,9.999999999999996
3510,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,0,7.7733813033396615
3511,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,1,7.871223186734871
3512,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,2,7.980585013978702
3513,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,3,8.000000000000007
3514,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,4,8.79717358448301
3515,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,5,8.894092577891312
3516,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,6,8.96475517968218
3517,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,7,8.99999999999999
3518,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,8,9.800845295774927
3519,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,9,9.840851834487474
3520,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,10,9.873460481050332
3521,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,11,9.908171484948458
3522,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,12,9.96739085663476
3523,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,13,9.97881787866996
3524,3,1,1,effective_relative,10,0.0,25.0,0.0,0.0,14,10.000000000000018
3525,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,0,6.906242144599103
3526,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,1,7.407032995192641
3527,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,2,7.7936110313700375
3528,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,3,7.922572110726347
3529,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,4,8.000000000000034
3530,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,5,8.417626003526538
3531,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,6,8.794315842652418
3532,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,7,8.845762254872081
3533,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,8,8.93770715751331
3534,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,9,9.000000000000005
3535,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,10,9.369507412951917
3536,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,11,9.429983843156537
3537,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,12,9.77348853847074
3538,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,13,9.798869599391692
3539,3,1,1,effective_relative,11,0.0,5.0,0.0,0.0,14,9.805237994914082
3540,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,0,5.346792491982905
3541,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,1,6.29420894612657
3542,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,2,6.347224496907568
3543,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,3,7.212228501705057
3544,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,4,7.2946367563348025
3545,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,5,7.327209996737021
3546,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,6,7.347692404589963
3547,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,7,7.9999999999999485
3548,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,8,8.212523180878147
3549,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,9,8.26730351859952
3550,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,10,8.295004668260711
3551,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,11,8.313410610869646
3552,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,12,8.327550338695877
3553,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,13,8.348067058794113
3554,3,1,1,effective_relative,12,0.0,0.5,0.0,0.0,14,8.999999999999954
3555,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,0,5.643649314752667
3556,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,1,6.534588342167357
3557,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,2,6.645198216842095
3558,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,3,7.366919141507107
3559,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,4,7.536034960441934
3560,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,5,7.607572504865546
3561,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,6,7.646887033669772
3562,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,7,7.999999999999995
3563,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,8,8.367736653709079
3564,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,9,8.490422586721838
3565,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,10,8.537257761088929
3566,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,11,8.581850444698276
3567,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,12,8.608709145330097
3568,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,13,8.648211710242538
3569,3,1,1,effective_relative,12,0.0,1.0,0.0,0.0,14,9.0
3570,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,0,5.897160670663939
3571,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,1,6.73015047980225
3572,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,2,6.900255502869405
3573,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,3,7.479876969524659
3574,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,4,7.73287914953454
3575,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,5,7.848318944932361
3576,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,6,7.903657983927674
3577,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,7,7.99999999999997
3578,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,8,8.48114327951212
3579,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,9,8.676804793280049
3580,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,10,8.735145368116871
3581,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,11,8.813259817524845
3582,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,12,8.850460610626646
3583,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,13,8.906273056661494
3584,3,1,1,effective_relative,12,0.0,1.5,0.0,0.0,14,8.99999999999998
3585,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,0,6.1135283483143965
3586,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,1,6.8892855058222615
3587,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,2,7.118380563165993
3588,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,3,7.563554797661028
3589,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,4,7.89333822886457
3590,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,5,7.999999999999992
3591,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,6,8.055724472224108
3592,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,7,8.123767019336865
3593,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,8,8.565101792007448
3594,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,9,8.832521247751776
3595,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,10,8.896642018935648
3596,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,11,9.000000000000009
3597,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,12,9.014146024437094
3598,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,13,9.05895057715028
3599,3,1,1,effective_relative,12,0.0,2.0,0.0,0.0,14,9.12782450018938
3600,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,0,6.298391409267591
3601,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,1,7.0192894556783445
3602,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,2,7.305046626224557
3603,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,3,7.6268368016568395
3604,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,4,7.999999999999994
3605,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,5,8.024583066821316
3606,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,6,8.235089591976887
3607,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,7,8.312514960300847
3608,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,8,8.62849461078974
3609,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,9,8.962733862822416
3610,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,10,8.999999999999996
3611,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,11,9.028813152651097
3612,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,12,9.18954595838738
3613,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,13,9.239432356731223
3614,3,1,1,effective_relative,12,0.0,2.5,0.0,0.0,14,9.318030073832185
3615,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,0,6.456728675468957
3616,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,1,7.1261968422911695
3617,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,2,7.465118918669484
3618,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,3,7.675781095353188
3619,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,4,7.999999999999945
3620,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,5,8.132592099316415
3621,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,6,8.390830589726983
3622,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,7,8.47464534495151
3623,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,8,8.677406883133717
3624,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,9,9.000000000000012
3625,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,10,9.071895893998065
3626,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,11,9.137594109804184
3627,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,12,9.343328433377357
3628,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,13,9.396315802962718
3629,3,1,1,effective_relative,12,0.0,3.0,0.0,0.0,14,9.481544010113733
3630,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,0,6.592833055407282
3631,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,1,7.214834536564972
3632,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,2,7.602821462874231
3633,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,3,7.714469751284709
3634,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,4,8.00000000000003
3635,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,5,8.222178003176934
3636,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,6,8.526610790471915
3637,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,7,8.61430459363788
3638,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,8,8.715951086567095
3639,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,9,9.000000000000055
3640,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,10,9.163799710292992
3641,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,11,9.227791505098685
3642,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,12,9.47855341916606
3643,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,13,9.533269565390272
3644,3,1,1,effective_relative,12,0.0,3.5,0.0,0.0,14,9.622461903997468
3645,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,0,6.710339962824395
3646,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,1,7.288987260295749
3647,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,2,7.721754810356214
3648,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,3,7.745670608240578
3649,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,4,7.99999999999999
3650,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,5,8.29713302978513
3651,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,6,8.645471243024854
3652,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,7,8.73504997884513
3653,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,8,8.746921211630735
3654,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,9,9.000000000000018
3655,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,10,9.241605387846588
3656,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,11,9.303210199650612
3657,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,12,9.59774050229742
3658,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,13,9.65333682423564
3659,3,1,1,effective_relative,12,0.0,4.0,0.0,0.0,14,9.721016870256225
3660,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,0,6.812288786560304
3661,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,1,7.351593554381972
3662,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,2,7.77128901607434
3663,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,3,7.824947014678788
3664,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,4,7.9999999999999964
3665,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,5,8.360412477600569
3666,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,6,8.749943629017347
3667,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,7,8.772243360246197
3668,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,8,8.83989072188993
3669,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,9,8.99999999999998
3670,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,10,9.307897094362163
3671,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,11,9.366825531016351
3672,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,12,9.703029878083532
3673,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,13,9.749108253172906
3674,3,1,1,effective_relative,12,0.0,4.5,0.0,0.0,14,9.759043275162345
3675,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,0,6.901199363810745
3676,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,1,7.404928679897136
3677,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,2,7.792661506293773
3678,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,3,7.914921444921273
3679,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,4,8.000000000000021
3680,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,5,8.41431079222407
3681,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,6,8.793270138772234
3682,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,7,8.842142302235443
3683,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,8,8.93134742507574
3684,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,9,8.999999999999986
3685,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,10,9.364761982798496
3686,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,11,9.42095337266743
3687,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,12,9.772491466049683
3688,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,13,9.796269671168208
3689,3,1,1,effective_relative,12,0.0,5.0,0.0,0.0,14,9.797241394938078
3690,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,0,6.979150798054321
3691,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,1,7.4507577741344155
3692,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,2,7.810744302620103
3693,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,3,7.993769208074575
3694,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,4,7.999999999999979
3695,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,5,8.460611452509553
3696,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,6,8.810970192655356
3697,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,7,8.923838085787038
3698,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,8,9.000000000000007
3699,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,9,9.01151812496558
3700,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,10,9.413875043361026
3701,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,11,9.467397176967767
3702,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,12,9.792223805274599
3703,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,13,9.81514533766563
3704,3,1,1,effective_relative,12,0.0,5.5,0.0,0.0,14,9.879064075060707
3705,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,0,7.0478551536788405
3706,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,1,7.490457006317164
3707,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,2,7.826234876942494
3708,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,3,8.000000000000005
3709,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,4,8.063218491406204
3710,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,5,8.500706809579093
3711,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,6,8.826050649697383
3712,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,7,8.996517652401133
3713,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,8,8.999999999999988
3714,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,9,9.082143167559618
3715,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,10,9.45657810343698
3716,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,11,9.50756672607654
3717,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,12,9.809077550875244
3718,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,13,9.830417623513544
3719,3,1,1,effective_relative,12,0.0,6.0,0.0,0.0,14,9.952804059131248
3720,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,0,7.10872246898521
3721,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,1,7.525106538530076
3722,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,2,7.839651335173955
3723,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,3,8.00000000000005
3724,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,4,8.124696813045112
3725,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,5,8.535690717015262
3726,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,6,8.839037184957922
3727,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,7,8.999999999999988
3728,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,8,9.061431796821614
3729,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,9,9.144664524492196
3730,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,10,9.4939476411119
3731,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,11,9.542570550888646
3732,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,12,9.823627089915993
3733,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,13,9.843587433425851
3734,3,1,1,effective_relative,12,0.0,6.5,0.0,0.0,14,9.999999999999991
3735,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,0,7.162916040742597
3736,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,1,7.555560760319478
3737,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,2,7.851385119618666
3738,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,3,8.000000000000037
3739,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,4,8.179384673287398
3740,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,5,8.566428884325235
3741,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,6,8.850327222683006
3742,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,7,9.000000000000012
3743,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,8,9.119635062099016
3744,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,9,9.20027763248754
3745,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,10,9.526850338906472
3746,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,11,9.573286466029572
3747,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,12,9.83630685073797
3748,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,13,9.855054796498568
3749,3,1,1,effective_relative,12,0.0,7.0,0.0,0.0,14,9.99999999999993
3750,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,0,7.211398337676291
3751,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,1,7.582501017292511
3752,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,2,7.861736621868026
3753,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,3,8.000000000000016
3754,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,4,8.22826058633117
3755,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,5,8.59361189730172
3756,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,6,8.860225914103554
3757,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,7,9.000000000000021
3758,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,8,9.172018482813016
3759,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,9,9.249975382559139
3760,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,10,9.555987393333487
3761,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,11,9.600414916505859
3762,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,12,9.84745051065856
3763,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,13,9.865126819885443
3764,3,1,1,effective_relative,12,0.0,7.5,0.0,0.0,14,10.000000000000012
3765,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,0,7.254968561807088
3766,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,1,7.60647516874807
3767,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,2,7.870939679555812
3768,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,3,8.000000000000023
3769,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,4,8.272138234152854
3770,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,5,8.617795107013468
3771,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,6,8.868970902675814
3772,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,7,9.000000000000032
3773,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,8,9.219336732345297
3774,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,9,9.29458473197318
3775,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,10,9.581929342388374
3776,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,11,9.62451921937762
3777,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,12,9.85731800642349
3778,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,13,9.874042629825157
3779,3,1,1,effective_relative,12,0.0,8.0,0.0,0.0,14,10.000000000000002
3780,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,0,7.29429309569477
3781,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,1,7.627927347237127
3782,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,2,7.879178719567891
3783,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,3,7.999999999999984
3784,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,4,8.311696790708508
3785,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,5,8.639428701710823
3786,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,6,8.87674966756674
3787,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,7,8.999999999999986
3788,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,8,9.262230656309
3789,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,9,9.33479679759211
3790,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,10,9.605143246597432
3791,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,11,9.646055963561851
3792,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,12,9.866114465198923
3793,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,13,9.881990837776453
3794,3,1,1,effective_relative,12,0.0,8.5,0.0,0.0,14,10.0
3795,3,1,1,effective_relative,12,0.0,9.0,0.0,0.0,0,7.329930057016011
3796,3,1,1,effective_relative,12,0.0,9.0,0.0,0.0,1,7.647220458213896
